country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Egypt,EGY,28-03-2021,,,,,2307,,,,23,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,29-03-2021,,,,,2307,,,,23,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,30-03-2021,,,,,2307,,,,23,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,31-03-2021,,,,,2307,,,,23,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,01-04-2021,,,,,2307,,,,23,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,02-04-2021,,,,,2307,,,,23,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,03-04-2021,,,,,2307,,,,23,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,04-04-2021,148987,,,,2307,0.15,,,23,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
El Salvador,SLV,17-02-2021,0,0,,,,0,0,,,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,18-02-2021,,,,,1200,,,,185,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,19-02-2021,,,,,1200,,,,185,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,20-02-2021,,,,,1200,,,,185,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,21-02-2021,,,,,1200,,,,185,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,22-02-2021,6000,6000,,,1200,0.09,0.09,,185,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,23-02-2021,,,,,1556,,,,240,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,24-02-2021,,,,,1810,,,,279,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,25-02-2021,16000,16000,,,2114,0.25,0.25,,326,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,26-02-2021,,,,,2018,,,,311,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,27-02-2021,,,,,1923,,,,296,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,28-02-2021,,,,,1827,,,,282,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,01-03-2021,,,,,1731,,,,267,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,02-03-2021,,,,,1331,,,,205,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,03-03-2021,,,,,930,,,,143,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,04-03-2021,,,,,529,,,,82,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,05-03-2021,,,,,529,,,,82,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,06-03-2021,,,,,529,,,,82,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,07-03-2021,,,,,529,,,,82,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,08-03-2021,,,,,529,,,,82,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,09-03-2021,,,,,529,,,,82,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,10-03-2021,,,,,529,,,,82,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,11-03-2021,,,,,529,,,,82,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,12-03-2021,,,,,529,,,,82,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,13-03-2021,,,,,529,,,,82,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,14-03-2021,25000,25000,,,529,0.39,0.39,,82,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,15-03-2021,,,,,978,,,,151,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,16-03-2021,,,,,1426,,,,220,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,17-03-2021,36000,36000,,,1874,0.56,0.56,,289,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,18-03-2021,41512,41512,,5512,2586,0.64,0.64,,399,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,19-03-2021,,,,,2867,,,,442,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,20-03-2021,,,,,3148,,,,485,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,21-03-2021,49000,49000,,,3429,0.76,0.76,,529,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,22-03-2021,,,,,3333,,,,514,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,23-03-2021,,,,,3238,,,,499,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,24-03-2021,,,,,3143,,,,485,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,25-03-2021,,,,,2784,,,,429,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,26-03-2021,,,,,2856,,,,440,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,27-03-2021,,,,,2928,,,,451,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,28-03-2021,70000,70000,,,3000,1.08,1.08,,463,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,29-03-2021,,,,,3993,,,,616,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,30-03-2021,,,,,4986,,,,769,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,31-03-2021,99855,99855,,,5979,1.54,1.54,,922,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,01-04-2021,120476,120476,,20621,8497,1.86,1.86,,1310,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,02-04-2021,133330,133330,,12854,9904,2.06,2.06,,1527,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,03-04-2021,,,,,10238,,,,1578,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,04-04-2021,,,,,10571,,,,1630,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,05-04-2021,,,,,9911,,,,1528,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,06-04-2021,,,,,9252,,,,1426,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,07-04-2021,160000,160000,,,8592,2.47,2.47,,1325,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,08-04-2021,,,,,7075,,,,1091,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
El Salvador,SLV,09-04-2021,180000,180000,,,6667,2.78,2.78,,1028,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://twitter.com/NoticieroHechos/status/1380719671545061384
England,OWID_ENG,13-12-2020,55576,55576,,,,0.1,0.1,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,14-12-2020,,,,,74179,,,,1318,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,15-12-2020,,,,,74179,,,,1318,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,16-12-2020,,,,,74179,,,,1318,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,17-12-2020,,,,,74179,,,,1318,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,18-12-2020,,,,,74179,,,,1318,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,19-12-2020,,,,,74179,,,,1318,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,20-12-2020,574829,574829,,,74179,1.02,1.02,,1318,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,21-12-2020,,,,,69047,,,,1227,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,22-12-2020,,,,,63916,,,,1136,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,23-12-2020,,,,,58784,,,,1044,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,24-12-2020,,,,,53653,,,,953,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,25-12-2020,,,,,48521,,,,862,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,26-12-2020,,,,,43390,,,,771,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,27-12-2020,842638,842638,,,38258,1.5,1.5,,680,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,28-12-2020,,,,,39950,,,,710,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,29-12-2020,,,,,41642,,,,740,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,30-12-2020,,,,,43333,,,,770,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,31-12-2020,,,,,45025,,,,800,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,01-01-2021,,,,,46716,,,,830,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,02-01-2021,,,,,48408,,,,860,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,03-01-2021,1193335,1172675,20660,,50100,2.12,2.08,0.04,890,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,04-01-2021,,,,,66217,,,,1176,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,05-01-2021,,,,,82334,,,,1463,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,06-01-2021,,,,,98451,,,,1749,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,07-01-2021,,,,,114567,,,,2035,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,08-01-2021,,,,,130684,,,,2322,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,09-01-2021,,,,,146801,,,,2608,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,10-01-2021,2333764,1959151,374613,,162918,4.15,3.48,0.67,2894,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,11-01-2021,2474205,2080280,393925,140441,159707,4.4,3.7,0.7,2837,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,12-01-2021,2661850,2254556,407294,187645,163240,4.73,4.01,0.72,2900,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,13-01-2021,2910027,2494371,415656,248177,175420,5.17,4.43,0.74,3117,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,14-01-2021,3189674,2769164,420510,279647,192095,5.67,4.92,0.75,3413,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,15-01-2021,3514385,3090058,424327,324711,215208,6.24,5.49,0.75,3823,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,16-01-2021,3791594,3365492,426102,277209,231535,6.74,5.98,0.76,4113,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,17-01-2021,3947442,3520056,427386,155848,230525,7.01,6.25,0.76,4096,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,18-01-2021,4118342,3687206,431136,170900,234877,7.32,6.55,0.77,4173,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,19-01-2021,4419704,3985579,434125,301362,251122,7.85,7.08,0.77,4461,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,20-01-2021,4740578,4303730,436848,320874,261507,8.42,7.65,0.78,4646,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,21-01-2021,5100475,4661293,439182,359897,272972,9.06,8.28,0.78,4850,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,22-01-2021,5526071,5085771,440300,425596,287384,9.82,9.04,0.78,5106,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,23-01-2021,5970175,5529101,441074,444104,311226,10.61,9.82,0.78,5529,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,24-01-2021,6169377,5727693,441684,199202,317419,10.96,10.18,0.78,5639,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,25-01-2021,6405554,5962544,443010,236177,326745,11.38,10.59,0.79,5805,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,26-01-2021,6665861,6221850,444011,260307,320880,11.84,11.05,0.79,5701,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,27-01-2021,6918853,6473752,445101,252992,311182,12.29,11.5,0.79,5528,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,28-01-2021,7263317,6816945,446372,344464,308977,12.9,12.11,0.79,5489,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,29-01-2021,7701203,7253305,447898,437886,310733,13.68,12.89,0.8,5521,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,30-01-2021,8251146,7792996,458150,549943,325853,14.66,13.85,0.81,5789,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,31-01-2021,8543262,8082355,460907,292116,339126,15.18,14.36,0.82,6025,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,01-02-2021,8825371,8362868,462503,282109,345688,15.68,14.86,0.82,6142,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,02-02-2021,9126930,8663041,463889,301559,351581,16.21,15.39,0.82,6246,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,03-02-2021,9508006,9041835,466171,381076,369879,16.89,16.06,0.83,6571,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,04-02-2021,9899043,9430261,468782,391037,376532,17.59,16.75,0.83,6690,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,05-02-2021,10302620,9831897,470723,403577,371631,18.3,17.47,0.84,6602,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,06-02-2021,10761539,10290215,471324,458919,358628,19.12,18.28,0.84,6371,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,07-02-2021,10991365,10519729,471636,229826,349729,19.53,18.69,0.84,6213,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,08-02-2021,11245053,10771998,473055,253688,345669,19.98,19.14,0.84,6141,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,09-02-2021,11558880,11083652,475228,313827,347421,20.54,19.69,0.84,6172,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,10-02-2021,11901827,11422507,479320,342947,341974,21.14,20.29,0.85,6076,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,11-02-2021,12293207,11809241,483966,391380,342023,21.84,20.98,0.86,6076,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
